"","Maker","Genmodel","year","sales"
"1","ABARTH","ABARTH 124",2020,0
"2","ABARTH","ABARTH 500",2020,0
"3","ABARTH","ABARTH 595",2020,2144
"4","ABARTH","ABARTH 695",2020,45
"5","ABARTH","ABARTH PUNTO",2020,0
"6","ABARTH","ABARTH SPIDER",2020,0
"7","ACURA","ACURA TL",2020,0
"8","AIXAM","AIXAM 500",2020,0
"9","AIXAM","AIXAM A751",2020,0
"10","AIXAM","AIXAM COUPE",2020,0
"11","AIXAM","AIXAM CROSSLINE",2020,0
"12","AIXAM","AIXAM CROSSOVER",2020,0
"13","AIXAM","AIXAM MEGA",2020,0
"14","AIXAM","AIXAM SCOUTY",2020,0
"15","ALFA ROMEO","ALFA ROMEO 147",2020,0
"16","ALFA ROMEO","ALFA ROMEO 156",2020,0
"17","ALFA ROMEO","ALFA ROMEO 159",2020,0
"18","ALFA ROMEO","ALFA ROMEO 166",2020,0
"19","ALFA ROMEO","ALFA ROMEO 4C",2020,0
"20","ALFA ROMEO","ALFA ROMEO 8C",2020,0
"21","ALFA ROMEO","ALFA ROMEO BRERA",2020,0
"22","ALFA ROMEO","ALFA ROMEO GIULIA",2020,676
"23","ALFA ROMEO","ALFA ROMEO GIULIETTA",2020,524
"24","ALFA ROMEO","ALFA ROMEO GT",2020,0
"25","ALFA ROMEO","ALFA ROMEO GTV",2020,0
"26","ALFA ROMEO","ALFA ROMEO MITO",2020,0
"27","ALFA ROMEO","ALFA ROMEO SPIDER",2020,0
"28","ALFA ROMEO","ALFA ROMEO STELVIO",2020,679
"29","ALPINE","ALPINE A110",2020,102
"30","ASTON MARTIN","ASTON MARTIN CYGNET",2020,0
"31","ASTON MARTIN","ASTON MARTIN DB11",2020,150
"32","ASTON MARTIN","ASTON MARTIN DB5",2020,0
"33","ASTON MARTIN","ASTON MARTIN DB7",2020,0
"34","ASTON MARTIN","ASTON MARTIN DB9",2020,0
"35","ASTON MARTIN","ASTON MARTIN DB9O",2020,0
"36","ASTON MARTIN","ASTON MARTIN DBS",2020,202
"37","ASTON MARTIN","ASTON MARTIN RAPIDE",2020,15
"38","ASTON MARTIN","ASTON MARTIN VANQUISH",2020,0
"39","ASTON MARTIN","ASTON MARTIN VANTAGE",2020,191
"40","ASTON MARTIN","ASTON MARTIN VIRAGE",2020,0
"41","AUDI","AUDI A1",2020,13292
"42","AUDI","AUDI A2",2020,0
"43","AUDI","AUDI A3",2020,15079
"44","AUDI","AUDI A4",2020,8903
"45","AUDI","AUDI A5",2020,5155
"46","AUDI","AUDI A6",2020,4069
"47","AUDI","AUDI A7",2020,729
"48","AUDI","AUDI A8",2020,404
"49","AUDI","AUDI ALLROAD",2020,0
"50","AUDI","AUDI E-TRON",2020,5858
"51","AUDI","AUDI Q2",2020,14817
"52","AUDI","AUDI Q3",2020,12674
"53","AUDI","AUDI Q5",2020,8364
"54","AUDI","AUDI Q7",2020,3927
"55","AUDI","AUDI Q8",2020,933
"56","AUDI","AUDI QUATTRO",2020,0
"57","AUDI","AUDI R8",2020,121
"58","AUDI","AUDI RIO",2020,0
"59","AUDI","AUDI RS3",2020,312
"60","AUDI","AUDI RS4",2020,491
"61","AUDI","AUDI RS5",2020,162
"62","AUDI","AUDI RS6",2020,663
"63","AUDI","AUDI RS7",2020,127
"64","AUDI","AUDI RSQ3",2020,697
"65","AUDI","AUDI S1",2020,0
"66","AUDI","AUDI S3",2020,1404
"67","AUDI","AUDI S4",2020,676
"68","AUDI","AUDI S5",2020,257
"69","AUDI","AUDI S6",2020,84
"70","AUDI","AUDI S7",2020,66
"71","AUDI","AUDI S8",2020,23
"72","AUDI","AUDI SQ2",2020,366
"73","AUDI","AUDI SQ5",2020,1198
"74","AUDI","AUDI SQ7",2020,568
"75","AUDI","AUDI TT",2020,178
"76","AUDI","AUDI TTRS",2020,145
"77","AUDI","AUDI TTS",2020,2716
"78","BENTLEY","BENTLEY ARNAGE",2020,0
"79","BENTLEY","BENTLEY AZURE",2020,0
"80","BENTLEY","BENTLEY BENTAYGA",2020,436
"81","BENTLEY","BENTLEY BROOKLANDS",2020,0
"82","BENTLEY","BENTLEY CONTINENTAL",2020,699
"83","BENTLEY","BENTLEY FLYING SPUR",2020,26
"84","BENTLEY","BENTLEY MULSANNE",2020,29
"85","BMW","BMW 1 SERIES",2020,20764
"86","BMW","BMW 2 SERIES",2020,9408
"87","BMW","BMW 3 SERIES",2020,19985
"88","BMW","BMW 4 SERIES",2020,4540
"89","BMW","BMW 5 SERIES",2020,8801
"90","BMW","BMW 6 SERIES",2020,227
"91","BMW","BMW 7 SERIES",2020,888
"92","BMW","BMW 8 SERIES",2020,1864
"93","BMW","BMW I3",2020,4204
"94","BMW","BMW I8",2020,80
"95","BMW","BMW M1",2020,3350
"96","BMW","BMW M2",2020,2636
"97","BMW","BMW M3",2020,1583
"98","BMW","BMW M4",2020,1141
"99","BMW","BMW M5",2020,393
"100","BMW","BMW M6",2020,0
"101","BMW","BMW X1",2020,7396
"102","BMW","BMW X2",2020,3420
"103","BMW","BMW X3",2020,7438
"104","BMW","BMW X4",2020,1830
"105","BMW","BMW X5",2020,5345
"106","BMW","BMW X6",2020,1077
"107","BMW","BMW X7",2020,664
"108","BMW","BMW Z3",2020,0
"109","BMW","BMW Z4",2020,1428
"110","BMW","BMW Z8",2020,0
"111","BRISTOL","BRISTOL FIGHTER",2020,0
"112","CADILLAC","CADILLAC BLS",2020,0
"113","CADILLAC","CADILLAC CTS",2020,0
"114","CADILLAC","CADILLAC ESCALADE",2020,0
"115","CADILLAC","CADILLAC STS",2020,0
"116","CHEVROLET","CHEVROLET AVEO",2020,0
"117","CHEVROLET","CHEVROLET CAMARO",2020,0
"118","CHEVROLET","CHEVROLET CAPTIVA",2020,0
"119","CHEVROLET","CHEVROLET CORVETTE",2020,0
"120","CHEVROLET","CHEVROLET CRUZE",2020,0
"121","CHEVROLET","CHEVROLET EPICA",2020,0
"122","CHEVROLET","CHEVROLET KALOS",2020,0
"123","CHEVROLET","CHEVROLET LACETTI",2020,0
"124","CHEVROLET","CHEVROLET MATIZ",2020,0
"125","CHEVROLET","CHEVROLET ORLANDO",2020,0
"126","CHEVROLET","CHEVROLET SPARK",2020,0
"127","CHEVROLET","CHEVROLET TACUMA",2020,0
"128","CHEVROLET","CHEVROLET TRAX",2020,0
"129","CHEVROLET","CHEVROLET VOLT",2020,0
"130","CHRYSLER","CHRYSLER 300",2020,0
"131","CHRYSLER","CHRYSLER 300C",2020,0
"132","CHRYSLER","CHRYSLER CROSSFIRE",2020,0
"133","CHRYSLER","CHRYSLER DELTA",2020,0
"134","CHRYSLER","CHRYSLER GRAND VOYAGER",2020,0
"135","CHRYSLER","CHRYSLER NEON",2020,0
"136","CHRYSLER","CHRYSLER PT CRUISER",2020,0
"137","CHRYSLER","CHRYSLER SEBRING",2020,0
"138","CHRYSLER","CHRYSLER VOYAGER",2020,1
"139","CHRYSLER","CHRYSLER YPSILON",2020,0
"140","CITROEN","CITROEN BERLINGO",2020,1701
"141","CITROEN","CITROEN C1",2020,3734
"142","CITROEN","CITROEN C2",2020,0
"143","CITROEN","CITROEN C3",2020,12166
"144","CITROEN","CITROEN C4",2020,3524
"145","CITROEN","CITROEN C5",2020,5086
"146","CITROEN","CITROEN C6",2020,0
"147","CITROEN","CITROEN C8",2020,0
"148","CITROEN","CITROEN C-CROSSER",2020,0
"149","CITROEN","CITROEN C-ZERO",2020,0
"150","CITROEN","CITROEN DISPATCH",2020,1
"151","CITROEN","CITROEN DS3",2020,0
"152","CITROEN","CITROEN DS4",2020,0
"153","CITROEN","CITROEN DS5",2020,0
"154","CITROEN","CITROEN NEMO",2020,0
"155","CITROEN","CITROEN SAXO",2020,0
"156","CITROEN","CITROEN SPACETOURER",2020,229
"157","CITROEN","CITROEN SYNERGIE",2020,0
"158","CITROEN","CITROEN XANTIA",2020,0
"159","CITROEN","CITROEN XSARA",2020,0
"160","CORVETTE","CORVETTE C6",2020,0
"161","DACIA","DACIA DUSTER",2020,8264
"162","DACIA","DACIA LOGAN",2020,794
"163","DACIA","DACIA SANDERO",2020,9344
"164","DAEWOO","DAEWOO KALOS",2020,0
"165","DAEWOO","DAEWOO LACETTI",2020,0
"166","DAEWOO","DAEWOO LANOS",2020,0
"167","DAEWOO","DAEWOO LEGANZA",2020,0
"168","DAEWOO","DAEWOO MATIZ",2020,0
"169","DAEWOO","DAEWOO MUSSO",2020,0
"170","DAEWOO","DAEWOO NUBIRA",2020,0
"171","DAEWOO","DAEWOO TACUMA",2020,0
"172","DAIHATSU","DAIHATSU CHARADE",2020,0
"173","DAIHATSU","DAIHATSU COPEN",2020,0
"174","DAIHATSU","DAIHATSU CUORE",2020,0
"175","DAIHATSU","DAIHATSU FOURTRAK",2020,0
"176","DAIHATSU","DAIHATSU MATERIA",2020,0
"177","DAIHATSU","DAIHATSU SIRION",2020,0
"178","DAIHATSU","DAIHATSU TERIOS",2020,0
"179","DAIHATSU","DAIHATSU YRV",2020,0
"180","DODGE","DODGE AVENGER",2020,0
"181","DODGE","DODGE CALIBER",2020,0
"182","DODGE","DODGE JOURNEY",2020,1
"183","DODGE","DODGE NITRO",2020,0
"184","DS","DS DS3",2020,1738
"185","DS","DS DS4",2020,0
"186","DS","DS DS5",2020,0
"187","DS","DS DS7",2020,581
"188","FERRARI","FERRARI 360",2020,0
"189","FERRARI","FERRARI 430",2020,0
"190","FERRARI","FERRARI 458",2020,0
"191","FERRARI","FERRARI 488",2020,261
"192","FERRARI","FERRARI 575M",2020,0
"193","FERRARI","FERRARI 599",2020,0
"194","FERRARI","FERRARI 612",2020,0
"195","FERRARI","FERRARI CALIFORNIA",2020,0
"196","FERRARI","FERRARI F430",2020,0
"197","FERRARI","FERRARI FF",2020,0
"198","FERRARI","FERRARI LAFERRARI",2020,0
"199","FERRARI","FERRARI PORTOFINO",2020,207
"200","FIAT","FIAT 124",2020,0
"201","FIAT","FIAT 500",2020,13198
"202","FIAT","FIAT 500L",2020,217
"203","FIAT","FIAT 500X",2020,2074
"204","FIAT","FIAT 850",2020,0
"205","FIAT","FIAT BARCHETTA",2020,0
"206","FIAT","FIAT BRAVA",2020,0
"207","FIAT","FIAT BRAVO",2020,0
"208","FIAT","FIAT CROMA",2020,0
"209","FIAT","FIAT DOBLO",2020,146
"210","FIAT","FIAT FIORINO",2020,25
"211","FIAT","FIAT IDEA",2020,0
"212","FIAT","FIAT MAREA",2020,0
"213","FIAT","FIAT MULTIPLA",2020,0
"214","FIAT","FIAT PANDA",2020,1723
"215","FIAT","FIAT PUNTO",2020,0
"216","FIAT","FIAT QUBO",2020,38
"217","FIAT","FIAT SCUDO",2020,0
"218","FIAT","FIAT SEDICI",2020,0
"219","FIAT","FIAT SEICENTO",2020,0
"220","FIAT","FIAT STILO",2020,0
"221","FIAT","FIAT TALENTO",2020,89
"222","FIAT","FIAT TIPO",2020,1005
"223","FIAT","FIAT ULYSSE",2020,0
"224","FORD","FORD B-MAX",2020,0
"225","FORD","FORD C-MAX",2020,0
"226","FORD","FORD COUGAR",2020,0
"227","FORD","FORD ECOSPORT",2020,8895
"228","FORD","FORD EDGE",2020,1
"229","FORD","FORD ESCORT",2020,0
"230","FORD","FORD EXPLORER",2020,0
"231","FORD","FORD F150",2020,0
"232","FORD","FORD FIESTA",2020,46739
"233","FORD","FORD FOCUS",2020,37738
"234","FORD","FORD FREEDOM",2020,142
"235","FORD","FORD FUSION",2020,0
"236","FORD","FORD GALAXY",2020,1589
"237","FORD","FORD GRAND C-MAX",2020,0
"238","FORD","FORD GT",2020,0
"239","FORD","FORD INDEPENDENCE",2020,1041
"240","FORD","FORD KA",2020,0
"241","FORD","FORD KA+",2020,7
"242","FORD","FORD KUGA",2020,15403
"243","FORD","FORD MAVERICK",2020,0
"244","FORD","FORD MONDEO",2020,1871
"245","FORD","FORD MONDEO TITANIUM",2020,448
"246","FORD","FORD MUSTANG",2020,1043
"247","FORD","FORD PUMA",2020,25750
"248","FORD","FORD RANGER",2020,0
"249","FORD","FORD S-MAX",2020,1169
"250","FORD","FORD STREETKA",2020,0
"251","FORD","FORD TOURNEO CONNECT",2020,2054
"252","FORD","FORD TOURNEO COURIER",2020,291
"253","FORD","FORD TOURNEO CUSTOM",2020,2697
"254","FORD","FORD TRANSIT CONNECT",2020,39
"255","FORD","FORD TRANSIT COURIER",2020,16
"256","FORD","FORD TRANSIT CUSTOM",2020,232
"257","HONDA","HONDA ACCORD",2020,3
"258","HONDA","HONDA CIVIC",2020,5648
"259","HONDA","HONDA CRV",2020,0
"260","HONDA","HONDA CR-V",2020,5420
"261","HONDA","HONDA CR-Z",2020,0
"262","HONDA","HONDA FR-V",2020,0
"263","HONDA","HONDA HR-V",2020,3586
"264","HONDA","HONDA INSIGHT",2020,0
"265","HONDA","HONDA INTEGRA",2020,0
"266","HONDA","HONDA JAZZ",2020,10537
"267","HONDA","HONDA LEGEND",2020,0
"268","HONDA","HONDA NSX",2020,4
"269","HONDA","HONDA ODYSSEY",2020,0
"270","HONDA","HONDA PRELUDE",2020,0
"271","HONDA","HONDA S2000",2020,0
"272","HONDA","HONDA STEPWAGON",2020,0
"273","HONDA","HONDA STREAM",2020,0
"274","HUMMER","HUMMER H2",2020,0
"275","HUMMER","HUMMER H3",2020,0
"276","HYUNDAI","HYUNDAI ACCENT",2020,0
"277","HYUNDAI","HYUNDAI AMICA",2020,0
"278","HYUNDAI","HYUNDAI COUPE",2020,0
"279","HYUNDAI","HYUNDAI ELANTRA",2020,0
"280","HYUNDAI","HYUNDAI GENESIS",2020,0
"281","HYUNDAI","HYUNDAI GETZ",2020,0
"282","HYUNDAI","HYUNDAI GRANDEUR",2020,0
"283","HYUNDAI","HYUNDAI I10",2020,6452
"284","HYUNDAI","HYUNDAI I20",2020,4207
"285","HYUNDAI","HYUNDAI I30",2020,1650
"286","HYUNDAI","HYUNDAI I40",2020,6
"287","HYUNDAI","HYUNDAI I800",2020,79
"288","HYUNDAI","HYUNDAI IONIQ",2020,7096
"289","HYUNDAI","HYUNDAI IX20",2020,119
"290","HYUNDAI","HYUNDAI IX35",2020,0
"291","HYUNDAI","HYUNDAI KONA",2020,12073
"292","HYUNDAI","HYUNDAI LANTRA",2020,0
"293","HYUNDAI","HYUNDAI MATRIX",2020,0
"294","HYUNDAI","HYUNDAI SANTA FE",2020,544
"295","HYUNDAI","HYUNDAI SONATA",2020,0
"296","HYUNDAI","HYUNDAI TERRACAN",2020,0
"297","HYUNDAI","HYUNDAI TRAJET",2020,0
"298","HYUNDAI","HYUNDAI TUCSON",2020,12887
"299","HYUNDAI","HYUNDAI VELOSTER",2020,0
"300","INFINITI","INFINITI FX30",2020,0
"301","INFINITI","INFINITI Q30",2020,0
"302","INFINITI","INFINITI Q50",2020,0
"303","INFINITI","INFINITI Q60",2020,0
"304","INFINITI","INFINITI Q70",2020,0
"305","INFINITI","INFINITI QX30",2020,0
"306","INFINITI","INFINITI QX50",2020,0
"307","INFINITI","INFINITI QX70",2020,0
"308","ISUZU","ISUZU D-MAX",2020,0
"309","ISUZU","ISUZU TROOPER",2020,0
"310","JAGUAR","JAGUAR EAGLE",2020,52
"311","JAGUAR","JAGUAR E-PACE",2020,6130
"312","JAGUAR","JAGUAR F TYPE",2020,643
"313","JAGUAR","JAGUAR F-PACE",2020,6478
"314","JAGUAR","JAGUAR F-TYPE",2020,302
"315","JAGUAR","JAGUAR I-PACE",2020,8218
"316","JAGUAR","JAGUAR S TYPE",2020,0
"317","JAGUAR","JAGUAR X TYPE",2020,0
"318","JAGUAR","JAGUAR XE SERIES",2020,1619
"319","JAGUAR","JAGUAR XF SERIES",2020,1292
"320","JAGUAR","JAGUAR XJ SERIES",2020,166
"321","JAGUAR","JAGUAR XK SERIES",2020,0
"322","JEEP","JEEP CHEROKEE",2020,4
"323","JEEP","JEEP COMMANDER",2020,0
"324","JEEP","JEEP COMPASS",2020,1652
"325","JEEP","JEEP GRAND CHEROKEE",2020,64
"326","JEEP","JEEP PATRIOT",2020,0
"327","JEEP","JEEP RENEGADE",2020,1898
"328","JEEP","JEEP WRANGLER",2020,755
"329","KIA","KIA CARENS",2020,0
"330","KIA","KIA CEED",2020,4053
"331","KIA","KIA CERATO",2020,0
"332","KIA","KIA CLARUS",2020,1
"333","KIA","KIA MAGENTIS",2020,0
"334","KIA","KIA MENTOR",2020,0
"335","KIA","KIA NIRO",2020,18234
"336","KIA","KIA OPTIMA",2020,131
"337","KIA","KIA PICANTO",2020,8935
"338","KIA","KIA PRO CEED",2020,936
"339","KIA","KIA RIO",2020,3395
"340","KIA","KIA SEDONA",2020,3
"341","KIA","KIA SHUMA",2020,0
"342","KIA","KIA SORENTO",2020,1161
"343","KIA","KIA SOUL",2020,871
"344","KIA","KIA SPORTAGE",2020,17323
"345","KIA","KIA STINGER",2020,4
"346","KIA","KIA STONIC",2020,4502
"347","KIA","KIA STINGER",2020,198
"348","KIA","KIA VENGA",2020,0
"349","KIA","KIA XCEED",2020,6370
"350","LAMBORGHINI","LAMBORGHINI AVENTADOR",2020,63
"351","LAMBORGHINI","LAMBORGHINI DIABLO",2020,0
"352","LAMBORGHINI","LAMBORGHINI GALLARDO",2020,0
"353","LAMBORGHINI","LAMBORGHINI HURACAN",2020,96
"354","LAMBORGHINI","LAMBORGHINI MURCIELAGO",2020,0
"355","LAND ROVER","LAND ROVER 110",2020,0
"356","LAND ROVER","LAND ROVER DEFENDER",2020,4296
"357","LAND ROVER","LAND ROVER DISCOVERY",2020,15762
"358","LAND ROVER","LAND ROVER FREELANDER",2020,0
"359","LAND ROVER","LAND ROVER RANGE ROVER",2020,36052
"360","LEXUS","LEXUS CT 200",2020,1245
"361","LEXUS","LEXUS ES 300",2020,1058
"362","LEXUS","LEXUS GS 250",2020,0
"363","LEXUS","LEXUS GS 300",2020,0
"364","LEXUS","LEXUS GS 450",2020,0
"365","LEXUS","LEXUS GS300",2020,0
"366","LEXUS","LEXUS IS F",2020,0
"367","LEXUS","LEXUS IS200",2020,0
"368","LEXUS","LEXUS IS220",2020,0
"369","LEXUS","LEXUS IS250",2020,0
"370","LEXUS","LEXUS IS300",2020,555
"371","LEXUS","LEXUS LC 500",2020,45
"372","LEXUS","LEXUS LS430",2020,0
"373","LEXUS","LEXUS NX300",2020,4142
"374","LEXUS","LEXUS RC 300",2020,247
"375","LEXUS","LEXUS RC F",2020,6
"376","LEXUS","LEXUS RX300",2020,0
"377","LEXUS","LEXUS RX350",2020,0
"378","LEXUS","LEXUS RX400",2020,0
"379","LEXUS","LEXUS RX450",2020,1621
"380","LEXUS","LEXUS RX",2020,341
"381","LEXUS","LEXUS SC430",2020,0
"382","LEXUS","LEXUS UX 250H",2020,3899
"383","LINCOLN","LINCOLN TOWN CAR",2020,0
"384","LOTUS","LOTUS ELISE",2020,70
"385","LOTUS","LOTUS ESPRIT",2020,0
"386","LOTUS","LOTUS EVORA",2020,23
"387","LOTUS","LOTUS EXIGE",2020,73
"388","MASERATI","MASERATI 3200",2020,0
"389","MASERATI","MASERATI COUPE",2020,0
"390","MASERATI","MASERATI GHIBLI",2020,101
"391","MASERATI","MASERATI GRAN TURISMO",2020,2
"392","MASERATI","MASERATI GRANCABRIO",2020,14
"393","MASERATI","MASERATI GRANSPORT",2020,0
"394","MASERATI","MASERATI GRANTURISMO",2020,18
"395","MASERATI","MASERATI LEVANTE",2020,408
"396","MASERATI","MASERATI QUATTROPORTE",2020,9
"397","MASERATI","MASERATI SPYDER",2020,0
"398","MAYBACH","MAYBACH 57",2020,0
"399","MAYBACH","MAYBACH 62",2020,0
"400","MAZDA","MAZDA 2",2020,4091
"401","MAZDA","MAZDA 3",2020,4232
"402","MAZDA","MAZDA 323",2020,0
"403","MAZDA","MAZDA 5",2020,0
"404","MAZDA","MAZDA 6",2020,1025
"405","MAZDA","MAZDA 626",2020,0
"406","MAZDA","MAZDA B2500",2020,0
"407","MAZDA","MAZDA CX3",2020,2721
"408","MAZDA","MAZDA CX5",2020,2938
"409","MAZDA","MAZDA CX7",2020,0
"410","MAZDA","MAZDA DEMIO",2020,0
"411","MAZDA","MAZDA MPV",2020,0
"412","MAZDA","MAZDA MX5",2020,882
"413","MAZDA","MAZDA MX-5",2020,175
"414","MAZDA","MAZDA PREMACY",2020,0
"415","MAZDA","MAZDA RX8",2020,0
"416","MAZDA","MAZDA TRIBUTE",2020,0
"417","MCLAREN","MCLAREN 540C",2020,1
"418","MCLAREN","MCLAREN 570GT",2020,6
"419","MCLAREN","MCLAREN 570S",2020,21
"420","MCLAREN","MCLAREN 600LT",2020,116
"421","MCLAREN","MCLAREN 650S",2020,0
"422","MCLAREN","MCLAREN 675LT",2020,0
"423","MCLAREN","MCLAREN 720S",2020,80
"424","MCLAREN","MCLAREN P1",2020,0
"425","MERCEDES","MERCEDES 200",2020,0
"426","MERCEDES","MERCEDES 500",2020,0
"427","MERCEDES","MERCEDES A CLASS",2020,34775
"428","MERCEDES","MERCEDES AMG CLASS",2020,5205
"429","MERCEDES","MERCEDES B CLASS",2020,2720
"430","MERCEDES","MERCEDES C CLASS",2020,9676
"431","MERCEDES","MERCEDES CITAN",2020,37
"432","MERCEDES","MERCEDES CL CLASS",2020,0
"433","MERCEDES","MERCEDES CLA CLASS",2020,7782
"434","MERCEDES","MERCEDES CLC CLASS",2020,0
"435","MERCEDES","MERCEDES CLK CLASS",2020,0
"436","MERCEDES","MERCEDES CLS CLASS",2020,349
"437","MERCEDES","MERCEDES E CLASS",2020,9725
"438","MERCEDES","MERCEDES G CLASS",2020,167
"439","MERCEDES","MERCEDES GL CLASS",2020,1
"440","MERCEDES","MERCEDES GLA CLASS",2020,9386
"441","MERCEDES","MERCEDES GLC CLASS",2020,11711
"442","MERCEDES","MERCEDES GLE CLASS",2020,5327
"443","MERCEDES","MERCEDES GLS CLASS",2020,433
"444","MERCEDES","MERCEDES ML CLASS",2020,0
"445","MERCEDES","MERCEDES R CLASS",2020,0
"446","MERCEDES","MERCEDES S CLASS",2020,563
"447","MERCEDES","MERCEDES SL CLASS",2020,212
"448","MERCEDES","MERCEDES SLC CLASS",2020,544
"449","MERCEDES","MERCEDES SLK CLASS",2020,0
"450","MERCEDES","MERCEDES SPRINTER",2020,219
"451","MERCEDES","MERCEDES V CLASS",2020,810
"452","MERCEDES","MERCEDES VANEO",2020,0
"453","MERCEDES","MERCEDES VIANO",2020,0
"454","MERCEDES","MERCEDES VITO",2020,729
"455","MERCEDES","MERCEDES X CLASS",2020,2
"456","MG","MG 3",2020,2236
"457","MG","MG 6",2020,0
"458","MG","MG GS",2020,0
"459","MG","MG MG6",2020,0
"460","MG","MG MGF",2020,0
"461","MG","MG TF",2020,0
"462","MG","MG XS",2020,3923
"463","MG","MG ZR",2020,0
"464","MG","MG ZS",2020,8158
"465","MG","MG ZT",2020,0
"466","MICROCAR","MICROCAR M-GO",2020,0
"467","MINI","MINI CLUBMAN",2020,3432
"468","MINI","MINI COOPER",2020,26817
"469","MINI","MINI COUNTRYMAN",2020,9758
"470","MINI","MINI FIRST",2020,0
"471","MINI","MINI JOHN COOPER WORKS",2020,3083
"472","MINI","MINI ONE",2020,1155
"473","MINI","MINI PACEMAN",2020,0
"474","MINI","MINI ROADSTER",2020,0
"475","MITSUBISHI","MITSUBISHI ASX",2020,1425
"476","MITSUBISHI","MITSUBISHI CARISMA",2020,0
"477","MITSUBISHI","MITSUBISHI COLT",2020,0
"478","MITSUBISHI","MITSUBISHI DELICA",2020,0
"479","MITSUBISHI","MITSUBISHI ECLIPSE",2020,1195
"480","MITSUBISHI","MITSUBISHI FTO",2020,0
"481","MITSUBISHI","MITSUBISHI GALANT",2020,0
"482","MITSUBISHI","MITSUBISHI GRANDIS",2020,0
"483","MITSUBISHI","MITSUBISHI L200",2020,1
"484","MITSUBISHI","MITSUBISHI LANCER",2020,0
"485","MITSUBISHI","MITSUBISHI MIRAGE",2020,701
"486","MITSUBISHI","MITSUBISHI OUTLANDER",2020,4407
"487","MITSUBISHI","MITSUBISHI PAJERO",2020,0
"488","MITSUBISHI","MITSUBISHI SHOGUN",2020,566
"489","MITSUBISHI","MITSUBISHI SPACE STAR",2020,0
"490","MITSUBISHI","MITSUBISHI SPACE WAGON",2020,0
"491","MORGAN","MORGAN AERO",2020,0
"492","MORGAN","MORGAN PLUS 4",2020,101
"493","MORGAN","MORGAN PLUS 8",2020,0
"494","MORGAN","MORGAN ROADSTER",2020,10
"495","NISSAN","NISSAN 350",2020,0
"496","NISSAN","NISSAN 370",2020,87
"497","NISSAN","NISSAN ALMERA",2020,0
"498","NISSAN","NISSAN CUBE",2020,0
"499","NISSAN","NISSAN E-NV200",2020,265
"500","NISSAN","NISSAN FAIRLADY",2020,0
"501","NISSAN","NISSAN GT",2020,0
"502","NISSAN","NISSAN GT-R",2020,94
"503","NISSAN","NISSAN JUKE",2020,17697
"504","NISSAN","NISSAN LEAF",2020,8098
"505","NISSAN","NISSAN MICRA",2020,6266
"506","NISSAN","NISSAN MURANO",2020,0
"507","NISSAN","NISSAN NAVARA",2020,0
"508","NISSAN","NISSAN NOTE",2020,0
"509","NISSAN","NISSAN NV200",2020,0
"510","NISSAN","NISSAN NV300",2020,8
"511","NISSAN","NISSAN PATHFINDER",2020,0
"512","NISSAN","NISSAN PATROL",2020,0
"513","NISSAN","NISSAN PIXO",2020,0
"514","NISSAN","NISSAN PRIMASTAR",2020,0
"515","NISSAN","NISSAN PRIMERA",2020,0
"516","NISSAN","NISSAN PULSAR",2020,0
"517","NISSAN","NISSAN QASHQAI",2020,32264
"518","NISSAN","NISSAN SERENA",2020,0
"519","NISSAN","NISSAN SKYLINE",2020,0
"520","NISSAN","NISSAN STAGEA",2020,0
"521","NISSAN","NISSAN TERRANO",2020,0
"522","NISSAN","NISSAN X-TRAIL",2020,4508
"523","NOBLE","NOBLE M600",2020,0
"524","OPEL","OPEL ASTRA",2020,0
"525","OPEL","OPEL INSIGNIA",2020,0
"526","OPEL","OPEL ZAFIRA",2020,0
"527","PERODUA","PERODUA KELISA",2020,0
"528","PERODUA","PERODUA KENARI",2020,0
"529","PERODUA","PERODUA MYVI",2020,0
"530","PEUGEOT","PEUGEOT 1007",2020,0
"531","PEUGEOT","PEUGEOT 106",2020,0
"532","PEUGEOT","PEUGEOT 107",2020,0
"533","PEUGEOT","PEUGEOT 108",2020,4663
"534","PEUGEOT","PEUGEOT 2008",2020,11694
"535","PEUGEOT","PEUGEOT 206",2020,3
"536","PEUGEOT","PEUGEOT 207",2020,0
"537","PEUGEOT","PEUGEOT 208",2020,13103
"538","PEUGEOT","PEUGEOT 3008",2020,11837
"539","PEUGEOT","PEUGEOT 306",2020,1
"540","PEUGEOT","PEUGEOT 307",2020,0
"541","PEUGEOT","PEUGEOT 308",2020,4090
"542","PEUGEOT","PEUGEOT 4007",2020,0
"543","PEUGEOT","PEUGEOT 406",2020,0
"544","PEUGEOT","PEUGEOT 407",2020,0
"545","PEUGEOT","PEUGEOT 5008",2020,4864
"546","PEUGEOT","PEUGEOT 508",2020,1635
"547","PEUGEOT","PEUGEOT 607",2020,0
"548","PEUGEOT","PEUGEOT 806",2020,0
"549","PEUGEOT","PEUGEOT 807",2020,0
"550","PEUGEOT","PEUGEOT BIPPER",2020,0
"551","PEUGEOT","PEUGEOT BOXER",2020,191
"552","PEUGEOT","PEUGEOT EXPERT",2020,8
"553","PEUGEOT","PEUGEOT HORIZON",2020,171
"554","PEUGEOT","PEUGEOT INDEPENDENCE",2020,0
"555","PEUGEOT","PEUGEOT ION",2020,0
"556","PEUGEOT","PEUGEOT PARTNER",2020,0
"557","PEUGEOT","PEUGEOT RCZ",2020,0
"558","PEUGEOT","PEUGEOT RIFTER",2020,2497
"559","PEUGEOT","PEUGEOT TRAVELLER",2020,387
